Data;Último;Abertura;Máxima;Mínima;Var%
2021-04-23;54,764;54,455;55,248;54,242;0,57%
2021-04-22;54,451;55,669;55,669;54,366;-2,23%
2021-04-21;55,695;55,692;55,695;55,692;-0,00%
2021-04-20;55,697;55,468;55,885;55,021;0,41%
2021-04-19;55,470;55,874;56,225;55,262;-0,75%
2021-04-16;55,888;56,138;56,777;55,652;-0,49%
2021-04-15;56,165;56,535;56,599;55,945;-0,67%
2021-04-14;56,543;57,190;57,370;56,463;-1,11%
2021-04-13;57,175;57,341;57,565;56,630;-0,28%
2021-04-12;57,335;56,816;57,419;56,292;0,89%
2021-04-09;56,829;55,687;56,854;55,664;1,96%
2021-04-08;55,735;56,148;56,183;55,389;-0,73%
2021-04-07;56,145;55,900;56,547;55,465;0,41%
2021-04-06;55,914;56,649;56,701;55,745;-1,28%
2021-04-05;56,639;57,103;57,103;56,319;-0,77%
2021-04-02;57,080;57,080;57,080;57,080;-0,01%
2021-04-01;57,088;56,333;57,288;56,087;1,34%
2021-03-31;56,333;57,754;57,773;56,221;-2,46%
2021-03-30;57,755;57,829;58,036;57,196;-0,10%
2021-03-29;57,814;57,551;58,078;57,363;0,43%
2021-03-26;57,569;56,475;57,584;56,441;1,93%
2021-03-25;56,478;56,214;56,814;56,165;0,47%
2021-03-24;56,212;55,217;56,432;54,880;1,78%
2021-03-23;55,229;55,042;55,518;54,642;0,30%
2021-03-22;55,062;55,094;55,493;54,937;0,24%
2021-03-19;54,928;55,607;55,641;54,486;-1,24%
2021-03-18;55,616;55,861;55,861;54,764;-0,41%
2021-03-17;55,847;56,261;56,834;55,693;-0,72%
2021-03-16;56,251;56,256;56,338;55,570;0,16%
2021-03-15;56,162;55,492;56,565;55,306;1,16%
2021-03-12;55,520;55,359;55,869;55,312;0,29%
2021-03-11;55,362;56,080;56,214;55,253;-2,40%
2021-03-10;56,723;57,903;58,138;56,438;-2,25%
2021-03-09;58,029;58,742;58,788;57,668;-1,24%
2021-03-08;58,758;56,891;58,767;56,891;3,25%
2021-03-05;56,911;56,695;57,221;56,510;0,38%
2021-03-04;56,697;55,691;56,844;55,437;0,89%
2021-03-03;56,197;56,857;57,729;55,803;-1,00%
2021-03-02;56,763;56,420;57,332;56,387;0,61%
2021-03-01;56,421;55,864;56,426;55,546;0,77%
2021-02-26;55,989;55,337;56,089;54,897;1,23%
2021-02-25;55,311;54,438;55,389;54,164;2,31%
2021-02-24;54,064;54,401;54,446;53,888;-0,64%
2021-02-23;54,412;54,691;54,838;54,069;-0,46%
2021-02-22;54,664;55,125;55,340;54,286;1,56%
2021-02-19;53,826;54,259;54,703;53,659;-0,82%
2021-02-18;54,272;53,877;54,534;53,845;0,30%
2021-02-17;54,108;53,697;54,330;53,697;0,74%
2021-02-16;53,708;53,693;53,708;53,693;0,01%
2021-02-15;53,701;53,701;53,701;53,701;0,00%
2021-02-12;53,701;53,946;54,123;53,539;0,06%
2021-02-11;53,667;53,882;54,112;53,318;-0,36%
2021-02-10;53,863;53,782;54,375;53,477;0,15%
2021-02-09;53,784;53,658;54,476;53,533;0,23%
2021-02-08;53,660;54,033;54,202;53,033;-0,09%
2021-02-05;53,706;54,268;54,557;53,430;-1,04%
2021-02-04;54,270;53,553;54,570;53,537;1,37%
2021-02-03;53,537;53,651;53,942;53,192;-0,28%
2021-02-02;53,685;54,327;54,327;53,419;-1,18%
2021-02-01;54,326;54,653;54,860;54,196;-0,56%
2021-01-29;54,630;54,392;55,057;54,190;0,40%
2021-01-28;54,413;54,243;54,595;53,892;0,50%
2021-01-27;54,140;53,554;54,201;53,483;1,09%
2021-01-26;53,556;54,713;54,779;53,113;-2,04%
2021-01-25;54,670;54,670;54,670;54,670;0,00%
2021-01-22;54,669;53,547;54,871;53,547;2,16%
2021-01-21;53,511;52,534;54,002;52,315;1,12%
2021-01-20;52,920;53,578;53,578;52,821;-1,23%
2021-01-19;53,581;52,675;53,684;52,412;1,17%
2021-01-18;52,962;53,012;53,227;52,353;0,06%
2021-01-15;52,930;51,970;53,102;51,970;1,85%
2021-01-14;51,971;52,981;53,031;51,907;-1,93%
2021-01-13;52,993;53,222;53,547;52,691;-0,44%
2021-01-12;53,229;54,882;54,938;53,108;-3,03%
2021-01-11;54,893;54,659;55,162;54,488;1,31%
2021-01-08;54,181;54,108;54,401;53,200;0,14%
2021-01-07;54,103;53,157;54,184;52,982;1,80%
2021-01-06;53,144;52,853;53,597;52,311;0,54%
2021-01-05;52,857;52,955;53,543;52,508;-0,22%
2021-01-04;52,972;51,340;52,972;51,198;1,99%
2021-01-01;51,940;51,940;51,940;51,940;0,00%
2020-12-31;51,940;51,940;51,940;51,940;0,00%
2020-12-30;51,940;52,050;52,353;51,513;-0,31%
2020-12-29;52,103;52,454;52,470;51,643;-0,70%
2020-12-28;52,471;51,784;53,127;51,642;0,58%
2020-12-25;52,167;52,167;52,167;52,167;0,00%
2020-12-24;52,167;52,167;52,167;52,167;-0,00%
2020-12-23;52,168;51,608;52,211;51,282;1,10%
2020-12-22;51,601;51,214;51,724;51,089;0,73%
2020-12-21;51,227;52,010;52,245;51,118;0,39%
2020-12-18;51,027;50,580;51,173;50,580;0,87%
2020-12-17;50,585;50,590;50,883;50,418;-0,51%
2020-12-16;50,842;50,827;51,433;50,636;-0,01%
2020-12-15;50,846;51,144;51,248;50,761;-0,67%
2020-12-14;51,191;50,375;51,303;50,097;1,05%
2020-12-11;50,661;50,440;50,884;50,285;0,80%
2020-12-10;50,259;51,101;51,324;50,138;-2,81%
2020-12-09;51,710;51,204;51,976;50,862;0,98%
2020-12-08;51,206;51,001;51,389;50,622;0,41%
2020-12-07;50,995;51,600;51,698;50,570;-1,10%
2020-12-04;51,560;51,540;51,842;51,163;0,08%
2020-12-03;51,520;52,180;52,305;51,210;-1,26%
2020-12-02;52,178;52,244;52,548;52,052;0,22%
2020-12-01;52,065;53,145;53,302;52,032;-2,36%
2020-11-30;53,323;52,893;53,972;52,737;-0,22%
2020-11-27;53,441;53,353;53,796;53,195;0,14%
2020-11-26;53,368;53,197;53,581;52,952;0,24%
2020-11-25;53,242;53,741;53,957;53,031;-0,93%
2020-11-24;53,740;54,413;54,444;53,702;-1,20%
2020-11-23;54,393;53,773;54,504;53,383;1,10%
2020-11-20;53,802;52,901;53,957;52,845;1,40%
2020-11-19;53,057;53,632;53,796;52,972;-1,08%
2020-11-18;53,634;53,285;53,725;52,740;0,66%
2020-11-17;53,284;54,163;54,229;53,219;-1,61%
2020-11-16;54,155;54,133;54,584;53,633;-0,79%
2020-11-13;54,585;54,578;55,260;54,494;0,00%
2020-11-12;54,583;54,153;54,900;53,524;1,24%
2020-11-11;53,915;54,170;54,567;53,740;-0,43%
2020-11-10;54,149;53,736;54,190;53,342;0,53%
2020-11-09;53,861;52,739;54,253;52,232;0,39%
2020-11-06;53,650;55,253;55,736;53,586;-2,90%
2020-11-05;55,253;56,125;56,305;55,223;-2,45%
2020-11-04;56,640;57,565;57,652;56,430;-1,61%
2020-11-03;57,565;56,955;57,664;56,484;0,24%
2020-11-02;57,430;57,430;57,430;57,430;-0,05%
2020-10-30;57,460;57,791;58,090;57,219;-0,60%
2020-10-29;57,805;57,476;57,923;57,448;0,58%
2020-10-28;57,473;57,066;57,936;57,026;0,72%
2020-10-27;57,062;56,247;57,127;55,987;1,45%
2020-10-26;56,246;56,566;56,648;56,104;0,09%
2020-10-23;56,193;55,944;56,369;55,663;0,50%
2020-10-22;55,911;56,105;56,276;55,640;-0,30%
2020-10-21;56,079;56,053;56,304;55,713;0,04%
2020-10-20;56,057;56,096;56,264;55,463;-0,02%
2020-10-19;56,071;56,455;56,495;55,656;-0,65%
2020-10-16;56,438;56,104;56,553;55,975;0,53%
2020-10-15;56,143;55,962;56,494;55,899;0,40%
2020-10-14;55,922;55,734;56,059;55,349;0,40%
2020-10-13;55,701;55,255;56,261;55,207;0,70%
2020-10-12;55,316;55,316;55,316;55,316;-0,02%
2020-10-09;55,329;56,008;56,008;55,108;-1,20%
2020-10-08;56,001;56,137;56,473;55,766;-0,20%
2020-10-07;56,112;55,625;56,400;55,515;0,30%
2020-10-06;55,945;55,757;56,183;54,838;0,34%
2020-10-05;55,758;56,510;56,782;55,503;-1,94%
2020-10-02;56,863;56,441;56,932;56,078;0,73%
2020-10-01;56,449;56,118;56,654;55,741;0,59%
2020-09-30;56,120;56,349;56,707;55,869;-0,42%
2020-09-29;56,356;56,624;56,789;56,069;-0,48%
2020-09-28;56,630;55,135;56,758;55,123;1,79%
2020-09-25;55,634;55,100;55,890;55,100;0,97%
2020-09-24;55,099;55,935;56,246;54,927;-1,54%
2020-09-23;55,960;54,717;56,002;54,713;2,29%
2020-09-22;54,707;54,147;54,963;53,823;1,04%
2020-09-21;54,144;54,518;54,986;53,882;0,49%
2020-09-18;53,879;52,393;53,984;52,379;2,83%
2020-09-17;52,398;52,380;52,922;52,256;0,02%
2020-09-16;52,386;52,767;52,791;52,104;-0,72%
2020-09-15;52,765;52,712;53,024;52,200;0,11%
2020-09-14;52,708;53,177;53,227;52,602;-0,92%
2020-09-11;53,199;53,209;53,499;52,582;-0,04%
2020-09-10;53,220;53,102;53,325;52,676;0,26%
2020-09-09;53,083;53,617;53,620;52,780;-1,06%
2020-09-08;53,652;53,605;54,104;53,164;1,24%
2020-09-07;52,997;52,997;52,997;52,997;-0,04%
2020-09-04;53,017;52,903;53,284;52,465;0,18%
2020-09-03;52,923;53,413;53,752;52,726;-0,93%
2020-09-02;53,421;54,002;54,317;53,420;-1,01%
2020-09-01;53,965;54,929;54,929;53,338;-1,75%
2020-08-31;54,928;53,861;54,964;53,861;1,93%
2020-08-28;53,888;55,705;55,706;53,853;-3,25%
2020-08-27;55,701;56,067;56,223;55,435;-0,65%
2020-08-26;56,068;55,099;56,348;55,099;1,78%
2020-08-25;55,090;56,122;56,142;55,056;-1,83%
2020-08-24;56,115;55,775;56,156;55,600;-0,16%
2020-08-21;56,207;55,597;56,338;55,562;1,14%
2020-08-20;55,571;55,573;56,728;55,379;-0,01%
2020-08-19;55,579;54,676;55,614;54,345;1,65%
2020-08-18;54,676;55,098;55,174;54,211;-0,76%
2020-08-17;55,097;54,414;55,152;54,088;1,62%
2020-08-14;54,216;53,698;54,428;53,577;0,97%
2020-08-13;53,693;54,356;54,360;53,483;-1,18%
2020-08-12;54,336;53,820;54,924;53,820;0,99%
2020-08-11;53,803;54,794;54,816;53,713;-1,85%
2020-08-10;54,818;54,399;54,904;53,516;0,79%
2020-08-07;54,386;53,432;54,388;53,396;1,99%
2020-08-06;53,327;52,915;53,725;52,915;0,78%
2020-08-05;52,916;52,451;53,211;52,316;0,01%
2020-08-04;52,912;53,213;53,780;52,745;-0,57%
2020-08-03;53,216;52,223;53,360;52,112;1,86%
2020-07-31;52,242;51,540;52,293;51,531;1,34%
2020-07-30;51,552;51,721;52,175;51,442;-0,28%
2020-07-29;51,695;51,371;51,843;51,138;0,31%
2020-07-28;51,536;51,493;52,039;51,337;0,15%
2020-07-27;51,457;52,339;52,339;51,415;-1,68%
2020-07-24;52,334;52,120;52,530;51,595;0,41%
2020-07-23;52,119;51,196;52,264;51,190;1,84%
2020-07-22;51,179;51,716;52,035;50,832;-1,06%
2020-07-21;51,728;53,303;53,303;51,650;-2,92%
2020-07-20;53,286;53,863;53,906;53,257;-1,07%
2020-07-17;53,864;53,243;53,931;53,164;1,03%
2020-07-16;53,314;53,697;53,920;53,063;-0,75%
2020-07-15;53,716;53,104;53,921;52,931;0,06%
2020-07-14;53,684;54,039;54,547;53,310;-0,66%
2020-07-13;54,042;53,123;54,093;53,097;1,51%
2020-07-10;53,240;53,388;53,941;53,123;-0,36%
2020-07-09;53,430;53,458;53,799;52,457;-0,01%
2020-07-08;53,438;53,845;53,952;53,186;-0,66%
2020-07-07;53,793;53,545;54,010;52,873;0,41%
2020-07-06;53,572;53,150;53,597;52,614;0,77%
2020-07-03;53,161;53,513;53,796;53,039;-0,82%
2020-07-02;53,599;53,185;53,749;52,653;0,78%
2020-07-01;53,186;54,669;54,765;52,992;-2,72%
2020-06-30;54,672;54,013;55,084;54,013;1,18%
2020-06-29;54,037;54,847;54,847;53,889;-1,49%
2020-06-26;54,857;53,607;54,939;53,607;2,41%
2020-06-25;53,564;53,476;53,797;52,658;0,16%
2020-06-24;53,479;51,534;53,550;51,534;3,75%
2020-06-23;51,545;52,523;52,534;51,333;-1,89%
2020-06-22;52,537;52,913;52,966;51,973;-1,10%
2020-06-19;53,121;53,793;53,828;52,891;-1,22%
2020-06-18;53,779;52,289;53,878;52,271;2,85%
2020-06-17;52,288;52,446;52,713;51,802;-0,30%
2020-06-16;52,445;51,173;52,553;50,480;1,72%
2020-06-15;51,560;51,313;52,255;50,777;2,06%
2020-06-12;50,518;49,784;51,119;49,772;1,51%
2020-06-11;49,765;49,742;49,765;49,742;0,04%
2020-06-10;49,745;49,009;49,792;48,377;1,52%
2020-06-09;49,002;48,237;49,357;48,237;1,59%
2020-06-08;48,235;49,612;49,775;48,170;-2,74%
2020-06-05;49,592;51,192;51,192;49,322;-3,14%
2020-06-04;51,200;50,631;51,422;50,245;1,11%
2020-06-03;50,637;52,019;52,107;50,165;-2,65%
2020-06-02;52,017;53,670;53,700;51,985;-3,05%
2020-06-01;53,651;53,347;54,205;53,108;0,53%
2020-05-29;53,370;54,055;54,633;53,189;-1,27%
2020-05-28;54,059;52,755;54,120;52,755;2,50%
2020-05-27;52,743;53,415;53,614;52,692;-1,34%
2020-05-26;53,460;54,439;54,439;53,340;-1,85%
2020-05-25;54,467;54,936;55,303;54,322;-1,58%
2020-05-22;55,341;55,536;56,250;55,227;-0,33%
2020-05-21;55,524;56,939;57,071;55,484;-2,48%
2020-05-20;56,934;57,558;57,563;56,692;-1,08%
2020-05-19;57,557;57,191;57,697;56,828;0,62%
2020-05-18;57,204;58,576;58,576;56,948;-2,33%
2020-05-15;58,571;58,123;58,739;57,596;0,76%
2020-05-14;58,130;59,251;59,723;58,027;-1,26%
2020-05-13;58,870;58,876;59,448;58,188;0,01%
2020-05-12;58,864;58,179;58,948;57,417;1,16%
2020-05-11;58,191;57,819;58,404;57,651;1,50%
2020-05-08;57,329;58,115;58,287;57,181;-1,71%
2020-05-07;58,324;57,157;58,777;57,157;2,05%
2020-05-06;57,155;55,762;57,242;55,762;2,43%
2020-05-05;55,797;55,435;56,049;54,826;0,61%
2020-05-04;55,459;56,139;56,144;55,189;1,09%
2020-05-01;54,861;54,861;54,861;54,861;-0,03%
2020-04-30;54,876;53,348;54,876;53,317;2,84%
2020-04-29;53,361;55,021;55,283;53,339;-3,00%
2020-04-28;55,011;56,091;56,224;54,712;-2,71%
2020-04-27;56,542;55,429;57,266;55,355;1,12%
2020-04-24;55,915;55,343;57,480;55,343;1,02%
2020-04-23;55,351;54,562;55,577;54,017;1,41%
2020-04-22;54,582;53,185;54,640;53,017;2,66%
2020-04-21;53,168;53,167;53,175;53,167;-0,01%
2020-04-20;53,175;52,853;53,200;52,643;1,53%
2020-04-17;52,373;52,348;52,763;52,070;0,07%
2020-04-16;52,336;52,336;52,677;52,003;-0,09%
2020-04-15;52,385;52,233;52,697;52,166;1,45%
2020-04-14;51,636;51,814;52,130;51,492;-0,71%
2020-04-13;52,007;51,219;52,093;51,048;1,84%
2020-04-10;51,068;51,068;51,068;51,068;-0,01%
2020-04-09;51,073;51,251;51,528;50,487;-0,33%
2020-04-08;51,241;52,236;52,489;51,113;-1,89%
2020-04-07;52,229;52,829;52,878;51,825;-1,22%
2020-04-06;52,873;52,996;53,113;52,234;-1,19%
2020-04-03;53,508;52,566;53,534;52,556;1,85%
2020-04-02;52,536;52,485;52,843;52,218;0,08%
2020-04-01;52,495;52,237;52,740;52,203;0,85%
2020-03-31;52,054;51,879;52,150;51,677;0,21%
2020-03-30;51,943;51,176;51,957;51,126;1,84%
2020-03-27;51,005;50,232;51,281;50,232;1,57%
2020-03-26;50,219;50,353;50,657;49,733;-0,29%
2020-03-25;50,366;51,004;51,115;49,726;-1,23%
2020-03-24;50,995;51,441;51,441;50,420;-0,88%
2020-03-23;51,447;50,616;51,464;50,045;1,59%
2020-03-20;50,640;50,015;50,659;49,827;-0,63%
2020-03-19;50,960;51,098;52,133;50,679;-0,23%
2020-03-18;51,075;50,099;52,550;50,082;1,95%
2020-03-17;50,100;50,370;50,881;49,607;0,19%
2020-03-16;50,005;48,593;50,683;48,593;2,90%
2020-03-13;48,596;47,100;48,816;46,426;1,42%
2020-03-12;47,916;48,154;50,284;47,496;-0,49%
2020-03-11;48,152;46,406;48,289;46,406;3,69%
2020-03-10;46,439;46,741;46,881;46,352;-1,71%
2020-03-09;47,246;47,601;47,954;47,064;2,10%
2020-03-06;46,272;46,355;46,713;46,101;0,43%
2020-03-05;46,076;45,988;46,666;45,839;0,49%
2020-03-04;45,850;45,133;45,880;45,019;1,55%
2020-03-03;45,148;44,744;45,183;44,517;0,90%
2020-03-02;44,744;44,950;45,065;44,692;0,02%
2020-02-28;44,735;45,067;45,138;44,634;-0,29%
2020-02-27;44,863;44,485;45,015;44,461;0,80%
2020-02-26;44,505;43,875;44,553;43,875;1,42%
2020-02-25;43,883;43,883;43,883;43,875;0,00%
2020-02-24;43,883;43,883;43,883;43,883;-0,03%
2020-02-21;43,897;43,941;44,066;43,700;-0,09%
2020-02-20;43,935;43,651;43,981;43,573;0,65%
2020-02-19;43,653;43,567;43,778;43,564;0,22%
2020-02-18;43,559;43,281;43,641;43,252;0,66%
2020-02-17;43,272;42,999;43,317;42,968;0,69%
2020-02-14;42,976;43,506;43,506;42,903;-1,21%
2020-02-13;43,502;43,552;43,834;43,075;-0,11%
2020-02-12;43,552;43,323;43,557;43,231;0,54%
2020-02-11;43,318;43,250;43,405;42,962;0,15%
2020-02-10;43,251;43,204;43,289;43,034;0,10%
2020-02-07;43,206;42,825;43,238;42,794;0,89%
2020-02-06;42,825;42,356;42,862;42,083;1,10%
2020-02-05;42,357;42,555;42,611;42,257;-0,45%
2020-02-04;42,547;42,478;42,622;42,228;0,16%
2020-02-03;42,480;42,805;42,830;42,294;-0,80%
2020-01-31;42,824;42,440;42,904;42,440;0,92%
2020-01-30;42,432;42,305;42,722;42,304;0,30%
2020-01-29;42,306;41,950;42,326;41,806;0,86%
2020-01-28;41,945;42,111;42,164;41,863;-0,31%
2020-01-27;42,077;41,835;42,317;41,799;0,62%
2020-01-24;41,816;41,706;41,916;41,646;0,26%
2020-01-23;41,707;41,829;41,904;41,551;-0,29%
2020-01-22;41,829;42,011;42,056;41,716;-0,71%
2020-01-21;42,126;41,885;42,174;41,826;0,53%
2020-01-20;41,902;41,654;41,917;41,624;0,68%
2020-01-17;41,620;41,851;41,935;41,584;-0,55%
2020-01-16;41,851;41,754;42,006;41,585;0,23%
2020-01-15;41,756;41,313;41,859;41,303;1,03%
2020-01-14;41,330;41,477;41,616;41,205;-0,34%
2020-01-13;41,469;40,894;41,469;40,877;1,24%
2020-01-10;40,962;40,938;41,045;40,612;0,08%
2020-01-09;40,928;40,647;40,933;40,570;0,69%
2020-01-08;40,649;40,677;40,784;40,396;-0,07%
2020-01-07;40,679;40,622;40,924;40,543;0,15%
2020-01-06;40,618;40,565;40,743;40,458;-0,13%
2020-01-03;40,672;40,253;40,718;40,253;1,02%
2020-01-02;40,263;40,198;40,412;40,032;0,17%
2020-01-01;40,195;40,195;40,195;40,195;0,00%
2019-12-31;40,195;40,201;40,201;40,195;0,00%
2019-12-30;40,195;40,484;40,484;40,084;-0,65%
2019-12-27;40,459;40,567;40,614;40,339;-0,25%
2019-12-26;40,560;40,827;40,827;40,453;-0,68%
2019-12-25;40,838;40,838;40,838;40,838;0,00%
2019-12-24;40,838;40,838;40,838;40,838;0,00%
2019-12-23;40,836;41,015;41,015;40,571;-0,46%
2019-12-20;41,025;40,706;41,025;40,576;0,81%
2019-12-19;40,697;40,633;40,703;40,503;0,16%
2019-12-18;40,634;40,687;40,764;40,463;-0,21%
2019-12-17;40,718;40,631;40,779;40,503;0,21%
2019-12-16;40,632;41,096;41,096;40,544;-1,10%
2019-12-13;41,082;40,913;41,178;40,751;0,43%
2019-12-12;40,908;41,241;41,311;40,813;-0,81%
2019-12-11;41,242;41,466;41,470;41,067;-0,55%
2019-12-10;41,470;41,429;41,513;41,323;0,11%
2019-12-09;41,425;41,417;41,608;41,229;0,03%
2019-12-06;41,414;41,859;41,947;41,330;-1,07%
2019-12-05;41,860;42,080;42,236;41,764;-0,52%
2019-12-04;42,080;42,056;42,104;41,817;0,03%
2019-12-03;42,066;42,237;42,245;41,840;-0,40%
2019-12-02;42,234;42,365;42,536;42,070;-0,31%
2019-11-29;42,367;41,896;42,457;41,824;1,11%
2019-11-28;41,903;42,643;42,659;41,900;-1,72%
2019-11-27;42,638;42,294;42,709;42,264;0,72%
2019-11-26;42,332;42,271;42,773;42,271;0,15%
2019-11-25;42,269;41,989;42,311;41,868;0,72%
2019-11-22;41,966;41,943;42,011;41,719;0,08%
2019-11-21;41,932;41,951;42,241;41,821;-0,08%
2019-11-20;41,965;41,942;41,980;41,942;0,05%
2019-11-19;41,945;42,055;42,194;41,851;-0,56%
2019-11-18;42,180;41,780;42,197;41,692;0,52%
2019-11-15;41,962;41,962;41,962;41,962;0,03%
2019-11-14;41,951;41,700;41,989;41,617;0,59%
2019-11-13;41,705;41,694;41,900;41,625;0,07%
2019-11-12;41,677;41,531;41,877;41,421;0,38%
2019-11-11;41,518;41,667;41,713;41,351;-0,28%
2019-11-08;41,635;41,143;41,707;41,079;1,53%
2019-11-07;41,007;40,833;41,035;40,413;0,42%
2019-11-06;40,837;39,936;40,903;39,747;2,25%
2019-11-05;39,938;40,125;40,239;39,828;-0,54%
2019-11-04;40,156;39,886;40,198;39,743;0,63%
2019-11-01;39,904;40,179;40,208;39,691;-0,70%
2019-10-31;40,184;39,932;40,383;39,638;0,69%
2019-10-30;39,909;40,000;40,331;39,823;-0,19%
2019-10-29;39,986;39,915;40,052;39,834;0,19%
2019-10-28;39,910;40,027;40,097;39,725;-0,32%
2019-10-25;40,038;40,427;40,427;39,913;-0,93%
2019-10-24;40,414;40,380;40,465;39,994;0,17%
2019-10-23;40,345;40,812;40,930;40,274;-1,16%
2019-10-22;40,819;41,291;41,313;40,598;-1,15%
2019-10-21;41,294;41,114;41,524;41,114;0,43%
2019-10-18;41,118;41,646;41,667;41,098;-1,26%
2019-10-17;41,643;41,519;41,818;41,269;0,30%
2019-10-16;41,518;41,801;41,878;41,476;-0,69%
2019-10-15;41,807;41,261;41,814;41,210;1,31%
2019-10-14;41,265;41,073;41,383;41,073;0,41%
2019-10-11;41,097;41,070;41,261;40,802;0,00%
2019-10-10;41,095;41,101;41,377;40,891;-0,02%
2019-10-09;41,104;40,965;41,120;40,705;0,37%
2019-10-08;40,954;41,074;41,137;40,739;-0,28%
2019-10-07;41,071;40,563;41,096;40,560;1,27%
2019-10-04;40,556;40,845;40,856;40,496;-0,70%
2019-10-03;40,840;41,296;41,305;40,743;-1,10%
2019-10-02;41,293;41,580;41,821;41,270;-0,72%
2019-10-01;41,591;41,576;41,862;41,524;0,08%
2019-09-30;41,556;41,618;41,720;41,411;-0,11%
2019-09-27;41,602;41,706;41,712;41,437;-0,26%
2019-09-26;41,711;41,475;41,733;41,208;0,53%
2019-09-25;41,491;41,648;41,956;41,448;-0,38%
2019-09-24;41,650;41,643;41,842;41,531;0,03%
2019-09-23;41,638;41,495;41,850;41,447;0,38%
2019-09-20;41,480;41,678;41,842;41,461;-0,48%
2019-09-19;41,678;41,109;41,688;41,076;1,38%
2019-09-18;41,112;40,779;41,147;40,726;0,82%
2019-09-17;40,777;40,944;41,170;40,708;-0,08%
2019-09-16;40,810;40,854;41,070;40,745;-0,10%
2019-09-13;40,849;40,615;40,959;40,429;0,59%
2019-09-12;40,608;40,682;40,712;40,266;-0,18%
2019-09-11;40,680;40,814;40,928;40,507;-0,31%
2019-09-10;40,808;40,963;41,302;40,793;-0,35%
2019-09-09;40,953;40,639;41,050;40,480;0,82%
2019-09-06;40,618;41,094;41,094;40,531;-1,16%
2019-09-05;41,095;40,960;41,159;40,703;0,35%
2019-09-04;40,951;41,675;41,677;40,887;-1,75%
2019-09-03;41,681;41,860;41,861;41,497;-0,45%
2019-09-02;41,871;41,444;41,901;41,414;1,01%
2019-08-30;41,454;41,699;41,715;41,197;-0,56%
2019-08-29;41,687;41,692;41,776;41,413;0,01%
2019-08-28;41,682;41,265;41,690;41,265;0,90%
2019-08-27;41,311;41,579;41,954;41,212;-0,63%
2019-08-26;41,571;41,192;41,691;41,022;0,91%
2019-08-23;41,198;40,703;41,320;40,493;1,21%
2019-08-22;40,707;40,262;40,811;40,160;1,09%
2019-08-21;40,269;40,546;40,551;40,129;-0,67%
2019-08-20;40,542;40,754;40,761;40,268;-0,49%
2019-08-19;40,743;40,023;40,758;39,897;1,71%
2019-08-16;40,058;39,918;40,080;39,749;0,37%
2019-08-15;39,910;40,503;40,516;39,785;-1,52%
2019-08-14;40,526;39,639;40,539;39,624;2,18%
2019-08-13;39,660;39,862;40,136;39,454;-0,49%
2019-08-12;39,855;39,393;40,126;39,382;1,11%
2019-08-09;39,416;39,203;39,504;39,200;0,55%
2019-08-08;39,199;39,694;39,703;39,184;-1,24%
2019-08-07;39,691;39,619;39,931;39,448;0,20%
2019-08-06;39,612;39,758;39,866;39,356;-0,43%
2019-08-05;39,783;38,859;39,786;38,859;2,29%
2019-08-02;38,893;38,411;38,937;38,397;1,28%
2019-08-01;38,403;38,165;38,618;38,115;0,72%
2019-07-31;38,129;37,897;38,236;37,474;0,59%
2019-07-30;37,906;37,824;38,000;37,751;0,24%
2019-07-29;37,816;37,751;38,007;37,750;0,14%
2019-07-26;37,762;37,794;37,946;37,592;-0,07%
2019-07-25;37,790;37,743;38,067;37,545;0,14%
2019-07-24;37,736;37,750;37,797;37,520;-0,00%
2019-07-23;37,737;37,405;37,794;37,402;0,88%
2019-07-22;37,407;37,456;37,481;37,288;-0,23%
2019-07-19;37,494;37,199;37,550;37,199;0,81%
2019-07-18;37,194;37,645;37,645;37,179;-1,19%
2019-07-17;37,641;37,693;37,693;37,542;-0,12%
2019-07-16;37,687;37,559;37,717;37,515;0,32%
2019-07-15;37,567;37,367;37,588;37,281;0,52%
2019-07-12;37,373;37,577;37,644;37,304;-0,47%
2019-07-11;37,551;37,549;37,675;37,346;0,01%
2019-07-10;37,546;37,882;37,941;37,495;-1,21%
2019-07-09;38,005;38,076;38,076;38,005;-0,18%
2019-07-08;38,073;38,160;38,179;37,991;-0,39%
2019-07-05;38,221;38,024;38,386;37,976;0,55%
2019-07-04;38,011;38,265;38,293;37,828;-0,68%
2019-07-03;38,272;38,468;38,758;38,150;-0,48%
2019-07-02;38,456;38,412;38,813;38,182;0,13%
2019-07-01;38,405;38,375;38,488;38,086;-0,30%
2019-06-28;38,520;38,189;38,520;38,128;0,85%
2019-06-27;38,196;38,461;38,728;38,171;-0,65%
2019-06-26;38,445;38,480;38,590;38,315;-0,09%
2019-06-25;38,480;38,264;38,590;38,182;0,59%
2019-06-24;38,254;38,216;38,381;38,065;0,16%
2019-06-21;38,192;38,313;38,458;38,119;-0,52%
2019-06-20;38,390;38,387;38,397;38,387;0,00%
2019-06-19;38,390;38,603;38,840;38,376;-0,55%
2019-06-18;38,604;38,899;38,899;38,490;-0,72%
2019-06-17;38,883;38,966;39,245;38,792;-0,20%
2019-06-14;38,959;38,491;39,135;38,479;1,23%
2019-06-13;38,487;38,670;38,675;38,342;-0,48%
2019-06-12;38,672;38,574;38,723;38,294;0,26%
2019-06-11;38,571;38,871;38,871;38,421;-0,81%
2019-06-10;38,887;38,763;39,002;38,674;0,25%
2019-06-07;38,789;38,806;38,864;38,505;-0,03%
