Data;Último;Abertura;Máxima;Mínima;Var%
2017-01-06;32,241;31,973;32,241;31,871;0,78%
2017-01-05;31,990;32,163;32,294;31,928;-0,54%
2017-01-04;32,163;32,517;32,517;32,100;-1,50%
2017-01-03;32,652;32,824;32,928;32,466;-0,62%
2017-01-02;32,857;32,538;32,887;32,516;0,95%
2016-12-30;32,547;32,547;32,547;32,547;0,00%
2016-12-29;32,547;32,825;32,835;32,416;-0,91%
2016-12-28;32,845;32,702;32,959;32,630;0,41%
2016-12-27;32,712;32,775;32,913;32,686;-0,18%
2016-12-26;32,770;32,715;32,861;32,642;0,18%
2016-12-23;32,710;32,870;32,932;32,575;-0,50%
2016-12-22;32,875;33,280;33,486;32,861;-1,19%
2016-12-21;33,270;33,575;33,575;33,217;-0,83%
2016-12-20;33,547;33,655;33,791;33,403;-0,31%
2016-12-19;33,650;33,920;34,037;33,605;-0,80%
2016-12-16;33,920;33,715;34,126;33,425;0,67%
2016-12-15;33,695;33,695;34,087;33,625;-0,03%
2016-12-14;33,705;33,372;33,732;33,027;1,05%
2016-12-13;33,355;33,385;33,658;33,178;-0,10%
2016-12-12;33,388;33,777;34,087;33,356;-1,18%
2016-12-09;33,785;33,765;34,124;33,525;0,09%
2016-12-08;33,755;33,830;34,179;33,695;-0,22%
2016-12-07;33,830;34,080;34,201;33,761;-0,73%
2016-12-06;34,080;34,210;34,667;33,941;-0,39%
2016-12-05;34,215;34,764;34,819;34,184;-1,55%
2016-12-02;34,755;34,705;34,928;34,440;0,11%
2016-12-01;34,718;33,854;34,814;33,820;2,59%
2016-11-30;33,842;33,998;34,574;33,766;-0,44%
2016-11-29;33,990;33,857;34,154;33,800;0,39%
2016-11-28;33,859;34,225;34,237;33,823;-1,06%
2016-11-25;34,223;33,917;34,687;33,908;0,91%
2016-11-24;33,915;33,939;34,373;33,820;-0,09%
2016-11-23;33,945;33,546;34,213;33,530;1,18%
2016-11-22;33,550;33,522;33,908;33,283;0,07%
2016-11-21;33,525;33,838;33,846;33,406;-0,92%
2016-11-18;33,835;34,176;34,433;33,715;-1,05%
2016-11-17;34,193;34,205;34,531;33,873;-0,02%
2016-11-16;34,200;34,400;34,452;34,033;-0,59%
2016-11-15;34,404;34,331;34,457;34,320;0,21%
2016-11-14;34,331;33,932;34,755;33,893;1,23%
2016-11-11;33,915;33,889;35,086;33,712;0,15%
2016-11-10;33,864;32,186;33,970;32,095;5,26%
2016-11-09;32,172;31,695;32,502;31,650;1,50%
2016-11-08;31,695;32,012;32,163;31,630;-1,01%
2016-11-07;32,020;32,348;32,366;31,885;-0,98%
2016-11-04;32,337;32,423;32,649;32,169;-0,27%
2016-11-03;32,425;32,358;32,565;32,210;0,20%
2016-11-02;32,359;32,370;32,425;32,355;-0,02%
2016-11-01;32,367;31,889;32,553;31,780;1,49%
2016-10-31;31,893;32,045;32,065;31,638;-0,54%
2016-10-28;32,065;31,707;32,078;31,580;1,15%
2016-10-27;31,701;31,409;31,749;31,285;0,93%
2016-10-26;31,409;31,142;31,541;31,114;0,83%
2016-10-25;31,151;31,243;31,380;31,026;-0,30%
2016-10-24;31,246;31,515;31,540;31,146;-0,84%
2016-10-21;31,511;31,433;31,698;31,376;0,25%
2016-10-20;31,433;31,699;31,733;31,348;-0,83%
2016-10-19;31,697;31,878;31,989;31,641;-0,60%
2016-10-18;31,888;32,023;32,075;31,744;-0,42%
2016-10-17;32,022;32,066;32,180;31,892;-0,09%
2016-10-14;32,051;31,790;32,081;31,647;0,85%
2016-10-13;31,780;32,021;32,192;31,765;-0,77%
2016-10-12;32,025;31,965;32,047;31,957;0,23%
2016-10-11;31,953;32,064;32,271;31,938;-0,35%
2016-10-10;32,065;32,227;32,245;31,985;-0,43%
2016-10-07;32,204;32,285;32,429;31,920;-0,29%
2016-10-06;32,298;32,194;32,442;32,164;0,30%
2016-10-05;32,202;32,575;32,616;32,171;-1,15%
2016-10-04;32,578;32,094;32,624;32,072;1,47%
2016-10-03;32,105;32,631;32,640;31,988;-1,53%
2016-09-30;32,603;32,594;32,636;32,308;0,02%
2016-09-29;32,595;32,183;32,707;32,138;1,33%
2016-09-28;32,167;32,360;32,559;32,133;-0,55%
2016-09-27;32,346;32,396;32,486;32,189;-0,17%
2016-09-26;32,401;32,445;32,529;32,237;-0,15%
2016-09-23;32,450;32,219;32,523;32,018;0,75%
2016-09-22;32,208;32,064;32,287;31,810;0,43%
2016-09-21;32,071;32,589;32,605;32,058;-1,59%
2016-09-20;32,589;32,733;32,757;32,456;-0,44%
2016-09-19;32,732;32,626;32,786;32,519;0,34%
2016-09-16;32,622;33,021;33,200;32,604;-1,22%
2016-09-15;33,024;33,445;33,680;32,926;-1,20%
2016-09-14;33,426;33,130;33,503;32,975;0,87%
2016-09-13;33,138;32,454;33,338;32,433;2,10%
2016-09-12;32,458;32,724;33,103;32,409;-0,85%
2016-09-09;32,735;32,101;32,857;32,101;1,84%
2016-09-08;32,143;31,924;32,199;31,652;0,67%
2016-09-07;31,930;31,968;32,032;31,930;-0,07%
2016-09-06;31,952;32,828;32,844;31,947;-2,68%
2016-09-05;32,833;32,571;32,862;32,473;0,81%
2016-09-02;32,568;32,590;32,714;32,244;-0,04%
2016-09-01;32,582;32,255;32,639;32,184;0,96%
2016-08-31;32,272;32,413;32,569;32,157;-0,45%
2016-08-30;32,419;32,304;32,642;32,182;0,37%
2016-08-29;32,298;32,655;32,910;32,295;-1,09%
2016-08-26;32,655;32,375;32,795;31,895;0,89%
2016-08-25;32,367;32,254;32,425;32,156;0,34%
2016-08-24;32,257;32,338;32,506;32,184;-0,25%
2016-08-23;32,337;32,017;32,381;31,848;1,01%
2016-08-22;32,014;32,066;32,277;31,974;-0,07%
2016-08-19;32,038;32,400;32,515;32,035;-1,10%
2016-08-18;32,393;32,043;32,467;31,998;1,11%
2016-08-17;32,036;32,013;32,355;31,975;0,03%
2016-08-16;32,027;31,867;32,070;31,564;0,52%
2016-08-15;31,862;31,911;31,936;31,562;-0,20%
2016-08-12;31,925;31,442;31,950;31,387;1,51%
2016-08-11;31,449;31,265;31,547;31,222;0,57%
2016-08-10;31,271;31,450;31,500;31,128;-0,59%
2016-08-09;31,456;31,748;31,758;31,278;-0,92%
2016-08-08;31,749;31,644;31,904;31,593;0,28%
2016-08-05;31,660;31,942;32,001;31,602;-0,87%
2016-08-04;31,937;32,373;32,403;31,905;-1,36%
2016-08-03;32,377;32,577;32,931;32,372;-0,60%
2016-08-02;32,571;32,638;32,723;32,370;-0,24%
2016-08-01;32,649;32,486;32,765;32,465;0,50%
2016-07-29;32,486;32,899;32,928;32,283;-1,23%
2016-07-28;32,892;32,633;32,992;32,539;0,78%
2016-07-27;32,637;32,760;32,959;32,595;-0,40%
2016-07-26;32,768;32,855;32,946;32,652;-0,28%
2016-07-25;32,860;32,568;32,985;32,558;0,91%
2016-07-22;32,565;32,721;32,965;32,535;-0,48%
2016-07-21;32,722;32,596;32,896;32,428;0,40%
2016-07-20;32,591;32,481;32,637;32,378;0,31%
2016-07-19;32,490;32,529;32,851;32,480;-0,13%
2016-07-18;32,532;32,772;32,840;32,460;-0,88%
2016-07-15;32,820;32,531;32,857;32,431;0,95%
2016-07-14;32,511;32,641;32,671;32,171;-0,39%
2016-07-13;32,637;32,961;33,085;32,637;-0,98%
2016-07-12;32,960;33,110;33,125;32,654;-0,40%
2016-07-11;33,094;32,996;33,198;32,917;0,27%
2016-07-08;33,006;33,678;33,694;32,824;-2,00%
2016-07-07;33,678;33,316;33,719;33,211;1,14%
2016-07-06;33,300;33,022;33,437;32,980;0,84%
2016-07-05;33,024;32,688;33,060;32,687;1,01%
2016-07-04;32,695;32,329;32,699;32,294;1,03%
2016-07-01;32,361;32,136;32,492;31,967;0,71%
2016-06-30;32,134;32,221;32,477;31,826;-0,27%
2016-06-29;32,220;33,030;33,086;32,183;-2,45%
2016-06-28;33,029;33,923;33,955;32,995;-2,64%
2016-06-27;33,926;33,722;34,164;33,658;0,55%
2016-06-24;33,739;33,376;34,507;33,318;1,05%
2016-06-23;33,390;33,767;33,805;33,371;-1,13%
2016-06-22;33,770;34,162;34,178;33,678;-1,14%
2016-06-21;34,158;33,939;34,169;33,552;0,63%
2016-06-20;33,945;34,174;34,177;33,748;-0,64%
2016-06-17;34,163;34,661;34,664;34,147;-1,44%
2016-06-16;34,661;34,740;35,110;34,614;-0,23%
2016-06-15;34,741;34,809;35,021;34,455;-0,20%
2016-06-14;34,812;34,830;35,162;34,573;-0,04%
2016-06-13;34,827;34,200;34,888;34,139;1,87%
2016-06-10;34,188;33,994;34,486;33,960;0,52%
2016-06-09;34,010;33,629;34,067;33,566;1,13%
2016-06-08;33,630;34,426;34,465;33,599;-2,30%
2016-06-07;34,421;34,896;35,141;34,412;-1,36%
2016-06-06;34,896;35,276;35,295;34,851;-0,98%
2016-06-03;35,240;35,914;35,947;35,215;-1,91%
2016-06-02;35,926;36,014;36,157;35,774;-0,22%
2016-06-01;36,007;36,091;36,363;35,766;-0,29%
2016-05-31;36,111;35,705;36,383;35,539;1,11%
2016-05-30;35,713;36,123;36,167;35,688;-1,12%
2016-05-27;36,116;35,835;36,303;35,803;0,81%
2016-05-26;35,825;35,841;35,857;35,772;-0,03%
2016-05-25;35,836;35,705;36,218;35,514;0,34%
2016-05-24;35,713;35,727;35,903;35,427;-0,04%
2016-05-23;35,728;35,200;35,894;35,127;1,49%
2016-05-20;35,202;35,640;35,663;35,162;-1,24%
2016-05-19;35,644;35,681;36,197;35,516;-0,11%
2016-05-18;35,683;34,890;35,703;34,867;2,28%
2016-05-17;34,888;35,005;35,300;34,827;-0,32%
2016-05-16;35,001;35,322;35,366;34,957;-0,96%
2016-05-13;35,340;34,860;35,345;34,645;1,39%
2016-05-12;34,855;34,524;35,068;34,356;0,95%
2016-05-11;34,528;34,770;34,835;34,404;-0,66%
2016-05-10;34,758;35,160;35,173;34,628;-1,15%
2016-05-09;35,164;35,021;36,766;34,918;0,40%
2016-05-06;35,023;35,357;35,741;34,946;-0,92%
2016-05-05;35,349;35,470;35,518;35,065;-0,35%
2016-05-04;35,473;35,568;35,734;35,259;-0,35%
2016-05-03;35,599;35,008;35,835;34,989;1,68%
2016-05-02;35,011;34,354;35,088;34,331;1,90%
2016-04-29;34,358;34,882;34,977;34,289;-1,49%
2016-04-28;34,878;35,259;35,288;34,806;-1,10%
2016-04-27;35,267;35,278;35,562;35,112;-0,08%
2016-04-26;35,297;35,584;35,594;35,174;-0,73%
2016-04-25;35,558;35,657;35,711;35,396;-0,25%
2016-04-22;35,646;35,379;36,007;35,256;0,73%
2016-04-21;35,386;35,300;35,386;35,237;0,25%
2016-04-20;35,299;35,310;35,681;35,247;-0,12%
2016-04-19;35,341;36,150;36,171;35,244;-2,25%
2016-04-18;36,155;35,318;36,188;34,717;2,33%
2016-04-15;35,332;34,813;35,602;34,674;1,42%
2016-04-14;34,838;34,983;35,341;34,581;-0,41%
2016-04-13;34,983;34,886;35,644;34,712;0,16%
2016-04-12;34,928;34,908;35,633;34,773;0,01%
2016-04-11;34,924;35,873;35,922;34,871;-2,72%
2016-04-08;35,901;36,901;36,921;35,875;-2,72%
2016-04-07;36,905;36,415;37,200;36,391;1,35%
2016-04-06;36,413;36,812;37,105;36,335;-1,07%
2016-04-05;36,805;36,228;36,865;36,193;1,56%
2016-04-04;36,240;35,534;36,301;35,468;1,98%
2016-04-01;35,538;35,908;36,238;35,354;-1,10%
2016-03-31;35,935;36,012;36,345;35,323;-0,19%
2016-03-30;36,002;36,387;36,505;35,972;-1,06%
2016-03-29;36,386;36,272;36,771;36,226;0,30%
2016-03-28;36,278;36,864;36,885;36,208;-1,51%
2016-03-25;36,835;36,772;36,840;36,764;0,17%
2016-03-24;36,771;36,856;37,226;36,771;-0,23%
2016-03-23;36,854;35,818;36,875;35,772;2,91%
2016-03-22;35,812;36,174;36,524;35,744;-1,01%
2016-03-21;36,178;36,254;36,497;35,998;-0,17%
2016-03-18;36,240;36,265;36,760;35,732;-0,07%
2016-03-17;36,267;37,420;37,450;36,029;-3,09%
2016-03-16;37,422;37,651;38,533;37,310;-0,62%
2016-03-15;37,656;36,625;37,814;36,543;2,83%
2016-03-14;36,618;35,827;36,631;35,768;2,23%
2016-03-11;35,820;36,213;36,692;35,725;-1,09%
2016-03-10;36,215;36,850;37,102;36,086;-1,72%
2016-03-09;36,849;37,558;37,572;36,805;-1,88%
2016-03-08;37,556;37,841;38,037;37,330;-0,72%
2016-03-07;37,830;37,588;37,981;37,353;0,63%
2016-03-04;37,593;37,982;38,002;36,537;-1,05%
2016-03-03;37,991;38,945;38,995;37,773;-2,42%
2016-03-02;38,932;39,278;39,429;38,847;-0,87%
2016-03-01;39,275;40,172;40,227;39,265;-2,23%
2016-02-29;40,171;39,948;40,244;39,507;0,60%
2016-02-26;39,933;39,552;40,183;39,310;0,94%
2016-02-25;39,560;39,590;39,675;39,213;-0,08%
2016-02-24;39,591;39,584;40,099;39,474;0,06%
2016-02-23;39,569;39,478;39,819;39,388;0,24%
2016-02-22;39,473;40,214;40,242;39,306;-1,84%
2016-02-19;40,214;40,274;40,682;40,138;-0,17%
2016-02-18;40,284;39,856;40,553;39,705;1,09%
2016-02-17;39,851;40,709;40,750;39,672;-2,14%
2016-02-16;40,723;40,071;40,791;39,882;1,66%
2016-02-15;40,060;40,027;40,063;39,765;0,08%
2016-02-12;40,027;39,946;40,073;39,667;0,20%
2016-02-11;39,946;39,284;40,164;39,240;1,68%
2016-02-10;39,285;38,844;39,507;38,820;1,10%
2016-02-09;38,856;38,970;38,996;38,831;-0,25%
2016-02-08;38,954;39,037;39,045;38,938;-0,21%
2016-02-05;39,035;38,897;39,298;38,603;0,35%
2016-02-04;38,897;38,957;39,061;38,453;-0,15%
2016-02-03;38,954;39,893;39,957;38,948;-2,36%
2016-02-02;39,895;39,627;40,220;39,608;0,67%
2016-02-01;39,629;39,992;40,280;39,492;-0,90%
2016-01-29;39,988;40,702;40,969;39,928;-1,75%
2016-01-28;40,699;41,095;41,251;40,347;-0,92%
2016-01-27;41,077;40,545;41,117;40,295;1,33%
2016-01-26;40,536;40,901;41,249;40,482;-0,90%
2016-01-25;40,903;40,946;40,966;40,894;-0,10%
2016-01-22;40,945;41,576;41,602;40,930;-1,52%
2016-01-21;41,575;40,970;41,738;40,965;1,47%
2016-01-20;40,971;40,624;41,313;40,609;0,85%
2016-01-19;40,626;40,555;40,666;39,985;0,17%
2016-01-18;40,557;40,484;40,575;40,160;0,19%
2016-01-15;40,479;40,003;40,672;40,002;1,21%
2016-01-14;39,996;40,163;40,427;39,907;-0,40%
2016-01-13;40,158;40,293;40,299;39,707;-0,33%
2016-01-12;40,290;40,537;40,633;40,192;-0,61%
2016-01-11;40,537;40,245;40,677;40,022;0,73%
2016-01-08;40,245;40,453;40,569;40,050;-0,50%
2016-01-07;40,448;40,248;40,749;40,216;0,51%
2016-01-06;40,244;40,071;40,570;40,040;0,42%
2016-01-05;40,077;40,403;40,590;39,883;-0,80%
2016-01-04;40,402;39,608;40,709;39,590;2,00%
2016-01-01;39,608;39,608;39,608;39,608;0,00%
2015-12-31;39,608;39,608;39,608;39,608;0,00%
2015-12-30;39,608;38,658;40,200;38,545;2,47%
2015-12-29;38,655;38,585;38,962;38,402;0,18%
2015-12-28;38,586;39,463;39,650;38,574;-2,22%
2015-12-25;39,463;39,531;39,544;39,463;-0,17%
2015-12-24;39,530;39,415;39,530;39,336;0,28%
2015-12-23;39,419;39,898;39,976;39,405;-1,20%
2015-12-22;39,899;40,135;40,183;39,724;-0,59%
2015-12-21;40,134;39,823;40,424;39,626;0,78%
2015-12-18;39,824;38,796;39,858;38,755;2,65%
2015-12-17;38,796;38,845;39,186;38,595;-0,13%
2015-12-16;38,848;38,737;39,674;38,727;0,30%
2015-12-15;38,730;38,774;39,115;38,504;-0,13%
2015-12-14;38,779;38,730;39,241;38,575;0,13%
2015-12-11;38,730;38,122;38,908;38,051;1,58%
2015-12-10;38,126;37,503;38,160;37,406;1,66%
2015-12-09;37,502;37,964;38,195;37,165;-1,21%
2015-12-08;37,962;37,680;38,222;37,453;0,75%
2015-12-07;37,681;37,540;37,797;37,295;0,43%
2015-12-04;37,521;37,595;37,900;37,243;-0,20%
2015-12-03;37,596;38,351;38,376;37,341;-1,97%
2015-12-02;38,352;38,580;38,773;38,230;-0,58%
2015-12-01;38,575;38,687;39,048;38,262;-0,30%
2015-11-30;38,690;38,461;39,243;38,350;0,59%
2015-11-27;38,464;37,434;38,491;37,170;2,76%
2015-11-26;37,431;37,423;37,699;37,330;0,02%
2015-11-25;37,425;37,009;38,075;36,947;1,15%
2015-11-24;37,000;37,331;37,459;36,937;-0,88%
2015-11-23;37,330;37,053;37,411;37,052;0,75%
2015-11-20;37,052;37,195;37,680;37,046;-0,35%
2015-11-19;37,181;37,667;37,742;37,144;-1,29%
2015-11-18;37,668;38,104;38,152;37,638;-1,15%
2015-11-17;38,105;38,187;38,321;37,870;-0,23%
2015-11-16;38,194;38,440;38,608;38,119;-0,68%
2015-11-13;38,456;37,710;38,515;37,629;1,98%
2015-11-12;37,710;37,630;38,265;37,388;0,19%
2015-11-11;37,639;37,510;37,887;37,058;0,34%
2015-11-10;37,510;37,976;38,241;37,330;-1,26%
2015-11-09;37,990;37,700;38,067;37,677;0,73%
2015-11-06;37,713;37,822;38,440;37,523;-0,26%
2015-11-05;37,813;38,000;38,188;37,664;-0,50%
2015-11-04;38,003;37,698;38,152;37,450;0,77%
2015-11-03;37,712;38,506;38,743;37,425;-2,06%
2015-11-02;38,507;38,562;38,584;38,506;-0,15%
2015-10-30;38,564;38,506;38,906;38,241;0,14%
2015-10-29;38,509;39,085;39,580;38,465;-1,50%
2015-10-28;39,094;38,884;39,385;38,563;0,54%
2015-10-27;38,883;39,056;39,335;38,871;-0,45%
2015-10-26;39,060;38,805;39,245;38,266;0,65%
2015-10-23;38,807;39,080;39,310;38,665;-0,72%
2015-10-22;39,088;39,415;39,652;39,050;-0,83%
2015-10-21;39,414;39,066;39,675;39,035;0,87%
2015-10-20;39,073;38,856;39,171;38,466;0,56%
2015-10-19;38,857;39,239;39,302;38,623;-0,99%
2015-10-16;39,245;37,981;39,542;37,939;3,19%
2015-10-15;38,032;38,121;38,761;37,782;-0,23%
2015-10-14;38,119;38,939;38,964;38,075;-2,10%
2015-10-13;38,937;37,641;39,011;37,559;3,45%
2015-10-12;37,639;37,636;37,670;37,598;-0,06%
2015-10-09;37,660;37,844;37,928;37,233;-0,47%
2015-10-08;37,839;38,855;39,087;37,784;-2,57%
2015-10-07;38,838;38,548;38,941;37,889;0,78%
2015-10-06;38,539;39,122;39,430;38,260;-1,49%
2015-10-05;39,120;39,324;39,509;38,879;-0,54%
2015-10-02;39,331;40,082;40,470;39,295;-1,92%
2015-10-01;40,100;39,514;40,211;39,379;1,54%
2015-09-30;39,491;40,631;40,648;39,232;-2,81%
2015-09-29;40,634;41,074;41,548;40,118;-1,09%
2015-09-28;41,083;39,761;41,151;39,746;3,28%
2015-09-25;39,777;39,372;40,089;38,823;1,04%
2015-09-24;39,368;41,787;42,487;39,364;-5,77%
2015-09-23;41,780;40,491;41,796;40,140;3,17%
2015-09-22;40,497;39,847;40,680;39,821;1,61%
2015-09-21;39,857;39,428;39,988;39,308;1,01%
2015-09-18;39,459;38,990;39,629;38,624;1,20%
2015-09-17;38,990;38,308;39,099;38,283;1,83%
2015-09-16;38,289;38,641;38,685;38,184;-0,89%
2015-09-15;38,634;38,144;38,837;38,060;1,27%
2015-09-14;38,150;38,731;38,944;38,058;-1,43%
2015-09-11;38,705;38,453;38,938;38,200;0,54%
2015-09-10;38,498;37,792;39,169;37,755;1,89%
2015-09-09;37,783;38,192;38,224;37,643;-1,09%
2015-09-08;38,200;38,389;38,415;37,795;-0,49%
2015-09-07;38,387;38,434;38,454;38,380;-0,14%
2015-09-04;38,442;37,405;38,617;37,367;2,84%
2015-09-03;37,380;37,591;38,167;37,334;-0,56%
2015-09-02;37,591;37,029;37,725;36,902;1,54%
2015-09-01;37,020;36,189;37,045;36,185;2,28%
2015-08-31;36,193;35,815;36,838;35,811;1,03%
2015-08-28;35,823;35,555;36,030;35,447;0,88%
2015-08-27;35,510;35,950;35,983;35,389;-1,26%
2015-08-26;35,963;36,177;36,567;35,882;-0,59%
2015-08-25;36,175;35,508;36,175;35,153;1,80%
2015-08-24;35,534;34,985;35,795;34,979;1,51%
2015-08-21;35,007;34,573;35,089;34,524;1,26%
2015-08-20;34,570;34,931;35,232;34,485;-1,04%
2015-08-19;34,932;34,673;35,157;34,593;0,72%
2015-08-18;34,681;34,791;35,043;34,547;-0,38%
2015-08-17;34,812;34,879;35,069;34,615;-0,09%
2015-08-14;34,845;35,192;35,250;34,601;-0,99%
2015-08-13;35,194;34,817;35,296;34,741;1,10%
2015-08-12;34,810;34,739;35,046;34,458;0,17%
2015-08-11;34,750;34,352;35,171;34,344;1,18%
2015-08-10;34,345;35,066;35,263;34,342;-2,07%
2015-08-07;35,071;35,408;35,690;34,920;-0,82%
2015-08-06;35,361;34,862;35,711;34,853;1,42%
2015-08-05;34,867;34,710;35,011;34,531;0,45%
2015-08-04;34,712;34,511;34,890;34,300;0,57%
2015-08-03;34,514;34,215;34,613;34,200;0,88%
2015-07-31;34,212;33,728;34,319;33,365;1,47%
2015-07-30;33,715;33,285;33,855;33,237;1,22%
2015-07-29;33,308;33,568;33,718;33,131;-0,80%
2015-07-28;33,577;33,636;34,350;33,424;-0,19%
2015-07-27;33,640;33,538;33,820;33,451;0,25%
2015-07-24;33,556;32,858;33,580;32,853;2,12%
2015-07-23;32,860;32,231;32,993;32,190;1,93%
2015-07-22;32,239;31,721;32,354;31,716;1,65%
2015-07-21;31,717;31,989;32,018;31,635;-0,83%
2015-07-20;31,981;31,877;32,246;31,865;0,31%
2015-07-17;31,881;31,585;32,039;31,513;0,93%
2015-07-16;31,587;31,383;31,623;31,277;0,62%
2015-07-15;31,391;31,395;31,668;31,287;-0,03%
2015-07-14;31,399;31,346;31,444;31,134;0,16%
2015-07-13;31,348;31,597;31,802;31,289;-0,78%
2015-07-10;31,593;32,195;32,269;31,578;-1,89%
2015-07-09;32,203;32,367;32,402;32,134;-0,44%
2015-07-08;32,346;31,881;32,439;31,802;1,50%
2015-07-07;31,867;31,372;32,014;31,353;1,52%
2015-07-06;31,391;31,335;31,545;31,297;0,14%
2015-07-03;31,347;30,983;31,421;30,964;1,23%
2015-07-02;30,967;31,500;31,599;30,939;-1,69%
2015-07-01;31,498;31,034;31,506;30,972;1,51%
2015-06-30;31,030;31,185;31,274;30,864;-0,47%
2015-06-29;31,178;31,294;31,522;31,050;-0,37%
2015-06-26;31,295;31,275;31,433;31,176;0,06%
2015-06-25;31,277;30,976;31,333;30,808;0,96%
2015-06-24;30,979;30,760;31,037;30,629;0,71%
2015-06-23;30,760;30,809;31,168;30,754;-0,18%
2015-06-22;30,814;30,967;31,035;30,674;-0,52%
2015-06-19;30,976;30,593;31,042;30,548;1,21%
2015-06-18;30,605;30,555;30,645;30,304;0,11%
2015-06-17;30,570;30,875;31,056;30,501;-1,02%
2015-06-16;30,885;31,269;31,416;30,841;-1,33%
2015-06-15;31,300;31,181;31,393;30,920;0,37%
2015-06-12;31,185;30,913;31,306;30,900;0,94%
2015-06-11;30,896;31,177;31,715;30,886;-0,93%
2015-06-10;31,187;30,972;31,193;30,625;0,71%
2015-06-09;30,966;31,130;31,199;30,884;-0,53%
2015-06-08;31,132;31,426;31,490;31,059;-0,98%
2015-06-05;31,439;31,408;31,894;31,075;0,07%
2015-06-04;31,418;31,348;31,477;31,337;0,23%
2015-06-03;31,345;31,304;31,467;31,024;0,12%
2015-06-02;31,306;31,710;31,765;31,253;-1,30%
2015-06-01;31,718;31,795;32,154;31,592;-0,25%
2015-05-29;31,798;31,624;31,973;31,408;0,55%
2015-05-28;31,624;31,399;31,890;31,399;0,68%
2015-05-27;31,409;31,547;31,867;31,388;-0,40%
2015-05-26;31,536;30,970;31,557;30,916;1,83%
2015-05-25;30,968;30,957;31,345;30,892;0,06%
2015-05-22;30,949;30,403;31,007;30,334;1,88%
2015-05-21;30,379;30,023;30,463;29,972;1,17%
2015-05-20;30,027;30,393;30,462;29,981;-1,21%
2015-05-19;30,394;30,071;30,446;30,028;1,06%
2015-05-18;30,076;29,964;30,320;29,945;0,35%
2015-05-15;29,972;29,949;30,160;29,714;0,12%
2015-05-14;29,935;30,400;30,415;29,893;-1,54%
2015-05-13;30,403;30,199;30,451;29,826;0,65%
2015-05-12;30,206;30,595;30,786;30,130;-1,33%
2015-05-11;30,614;29,759;30,634;29,759;2,96%
2015-05-08;29,733;30,252;30,442;29,733;-1,74%
2015-05-07;30,260;30,344;30,644;30,155;-0,24%
2015-05-06;30,333;30,577;30,763;30,228;-0,66%
2015-05-05;30,536;30,866;30,914;30,426;-1,06%
2015-05-04;30,864;30,159;30,961;30,122;2,38%
2015-05-01;30,146;30,152;30,176;30,124;0,00%
2015-04-30;30,145;29,611;30,206;29,489;1,80%
2015-04-29;29,612;29,380;29,658;29,145;0,84%
2015-04-28;29,364;29,175;29,442;28,816;0,65%
2015-04-27;29,173;29,513;29,612;28,993;-1,17%
2015-04-24;29,517;29,702;29,914;29,501;-0,64%
2015-04-23;29,707;30,108;30,327;29,696;-1,35%
2015-04-22;30,113;30,350;30,393;29,976;-0,75%
2015-04-21;30,340;30,325;30,340;30,299;0,03%
2015-04-20;30,330;30,533;30,588;30,218;-0,26%
2015-04-17;30,409;30,225;30,709;30,043;0,62%
2015-04-16;30,221;30,293;30,418;29,988;-0,24%
2015-04-15;30,294;30,649;30,954;30,246;-1,11%
2015-04-14;30,634;31,225;31,267;30,559;-1,85%
2015-04-13;31,212;30,747;31,288;30,745;1,48%
2015-04-10;30,756;30,587;30,953;30,587;0,54%
2015-04-09;30,591;30,494;30,747;30,227;0,31%
2015-04-08;30,495;31,283;31,298;30,463;-2,53%
2015-04-07;31,288;31,268;31,491;31,103;0,08%
2015-04-06;31,263;31,202;31,272;30,810;0,17%
2015-04-03;31,210;31,203;31,215;31,203;0,02%
2015-04-02;31,205;31,659;31,861;31,181;-1,42%
2015-04-01;31,655;31,946;31,946;31,322;-0,95%
2015-03-31;31,958;32,291;32,695;31,657;-1,08%
2015-03-30;32,306;32,496;32,889;32,079;-0,58%
2015-03-27;32,496;31,829;32,500;31,796;2,10%
2015-03-26;31,828;32,008;32,247;31,720;-0,57%
2015-03-25;32,012;31,395;32,043;31,162;1,96%
2015-03-24;31,398;31,322;31,723;30,918;0,24%
2015-03-23;31,322;32,283;32,298;31,292;-3,01%
2015-03-20;32,293;32,922;33,176;32,022;-1,91%
2015-03-19;32,921;32,092;33,071;32,081;2,57%
2015-03-18;32,097;32,396;32,805;31,897;-0,92%
2015-03-17;32,395;32,433;32,835;32,247;-0,29%
2015-03-16;32,488;32,482;32,634;32,061;-0,01%
2015-03-13;32,492;31,661;32,813;31,657;2,62%
2015-03-12;31,661;31,265;31,726;30,765;1,29%
2015-03-11;31,257;31,022;31,407;30,826;0,76%
2015-03-10;31,022;31,234;31,728;30,886;-0,64%
2015-03-09;31,223;30,610;31,332;30,585;1,98%
2015-03-06;30,617;30,037;30,732;29,837;1,94%
2015-03-05;30,035;29,781;30,227;29,781;0,90%
2015-03-04;29,766;29,314;30,011;29,314;1,55%
2015-03-03;29,311;28,968;29,348;28,914;1,19%
2015-03-02;28,965;28,385;28,977;28,385;2,03%
2015-02-27;28,390;29,090;29,214;28,390;-2,39%
2015-02-26;29,085;28,750;29,085;28,410;1,17%
2015-02-25;28,750;28,330;28,857;28,329;1,48%
2015-02-24;28,330;28,790;28,912;28,262;-1,59%
2015-02-23;28,788;28,673;29,040;28,610;0,38%
